Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002529,Male,Yes,2,Graduate,No,7948,7166.0,380.0,360.0,1.0,Urban,Y
LP001907,Female,Yes,0,Graduate,Yes,3625,2000.0,104.0,360.0,1.0,Urban,N
LP002618,Male,No,1,Graduate,Yes,4723,4648.0,162.0,36.0,1.0,Semiurban,Y
LP002872,Male,Yes,1,Graduate,Yes,3333,3250.0,113.0,360.0,1.0,Urban,Y
LP002862,Male,Yes,2,Not Graduate,Yes,3273,1411.0,113.0,360.0,,Semiurban,Y
LP002706,Male,No,0,Not Graduate,Yes,2679,0.0,60.0,360.0,1.0,Rural,Y
LP002606,Male,Yes,0,Graduate,Yes,20833,0.0,110.0,360.0,1.0,Rural,Y
LP002544,,No,0,Graduate,Yes,16692,0.0,242.0,360.0,,Semiurban,N
LP001066,Male,Yes,0,Graduate,,2600,3500.0,115.0,360.0,1.0,Urban,Y
LP002387,Male,No,0,Graduate,No,7085,0.0,84.0,360.0,1.0,Semiurban,Y
LP001849,Male,No,0,Not Graduate,Yes,3189,1668.0,81.0,360.0,0.0,Rural,N
LP001343,Male,No,1,Graduate,No,4692,0.0,106.0,360.0,1.0,Urban,N
LP001708,Male,No,0,Graduate,Yes,2237,2209.0,134.0,360.0,1.0,Rural,Y
LP001846,Female,No,3+,Graduate,Yes,3083,0.0,255.0,360.0,1.0,Rural,N
LP002301,Male,Yes,2,Graduate,No,5818,0.0,144.0,360.0,1.0,Rural,N
LP002100,Male,No,0,Graduate,Yes,3069,0.0,50.0,360.0,1.0,Semiurban,Y
LP001953,Female,Yes,1,Graduate,No,11500,0.0,112.0,360.0,1.0,Urban,Y
LP002043,Female,Yes,1,Graduate,Yes,3326,1508.0,110.0,180.0,1.0,Urban,N
LP002161,Female,No,1,Not Graduate,,4350,0.0,81.0,360.0,1.0,Rural,Y
LP001865,Male,No,0,Graduate,Yes,2060,2209.0,134.0,360.0,1.0,Urban,Y
LP001263,Male,No,0,Graduate,No,6950,0.0,200.0,180.0,1.0,Rural,Y
LP001164,Female,No,0,Graduate,Yes,3086,0.0,120.0,360.0,1.0,Semiurban,Y
LP002588,Male,Yes,1,Not Graduate,Yes,1958,1041.0,125.0,360.0,1.0,Rural,N
LP001333,Female,No,0,Graduate,Yes,3846,0.0,111.0,180.0,0.0,Semiurban,N
LP001945,Male,Yes,3+,Graduate,,4416,3369.0,0.0,360.0,1.0,Urban,Y
LP001398,Male,No,0,Graduate,Yes,8566,0.0,210.0,360.0,1.0,Urban,Y
LP001877,Male,Yes,2,Graduate,Yes,6083,5000.0,120.0,360.0,1.0,Semiurban,Y
LP002794,Male,Yes,1,Not Graduate,Yes,2917,1500.0,173.0,360.0,1.0,Urban,N
LP002493,Female,No,0,Graduate,No,2500,0.0,67.0,360.0,1.0,Urban,Y
LP001387,Male,No,1,Graduate,No,6400,0.0,,360.0,1.0,Semiurban,N
LP002544,Male,Yes,1,Graduate,No,3450,0.0,66.0,360.0,1.0,Semiurban,Y
LP002925,Male,Yes,0,Graduate,Yes,3000,3416.0,56.0,360.0,0.0,Urban,N
LP001334,Male,Yes,0,Not Graduate,Yes,3814,1483.0,168.0,360.0,,Semiurban,N
LP002804,Male,Yes,0,Graduate,Yes,3232,3033.0,128.0,180.0,1.0,Rural,Y
LP001877,Male,Yes,0,Not Graduate,Yes,2333,1516.0,95.0,360.0,1.0,Semiurban,Y
LP002128,Male,No,0,Not Graduate,Yes,3358,0.0,110.0,,1.0,Semiurban,Y
LP002332,Male,Yes,2,Graduate,No,8666,7873.0,239.0,360.0,1.0,Rural,Y
LP001849,Male,Yes,3+,Graduate,Yes,6417,0.0,157.0,360.0,1.0,Rural,Y
LP002543,Male,Yes,1,Graduate,Yes,18333,0.0,500.0,360.0,1.0,Urban,Y
LP002585,Male,Yes,0,Graduate,Yes,3597,3300.0,173.0,360.0,,Rural,Y
LP002101,Female,Yes,1,Graduate,No,5500,0.0,143.0,180.0,1.0,Semiurban,Y
LP002697,Female,No,0,Not Graduate,Yes,3400,0.0,76.0,,1.0,Rural,Y
LP001972,Male,Yes,0,Graduate,Yes,3704,800.0,97.0,360.0,1.0,Rural,Y
LP001138,Male,Yes,0,Graduate,Yes,3941,2200.0,119.0,360.0,1.0,Semiurban,Y
LP002556,Female,No,1,Not Graduate,Yes,1830,0.0,70.0,360.0,1.0,Semiurban,Y
LP002494,,No,0,Graduate,Yes,3583,0.0,100.0,480.0,1.0,Semiurban,Y
LP002778,Male,No,0,Not Graduate,Yes,3358,0.0,110.0,360.0,1.0,Rural,Y
LP001002,Male,No,0,Not Graduate,Yes,2717,0.0,65.0,300.0,0.0,Rural,N
LP001868,Male,Yes,0,Not Graduate,No,2609,2500.0,165.0,360.0,1.0,Urban,Y
LP002335,Male,Yes,0,Graduate,Yes,5829,0.0,144.0,360.0,1.0,Rural,Y
LP002455,Male,No,0,Not Graduate,Yes,2755,0.0,60.0,300.0,,Urban,Y
LP001813,Male,Yes,2,Not Graduate,No,2609,1911.0,140.0,360.0,1.0,Urban,N
LP002541,Male,Yes,0,Graduate,Yes,10833,0.0,225.0,360.0,1.0,Semiurban,Y
LP002002,Male,Yes,2,Graduate,No,8666,7873.0,376.0,300.0,1.0,Rural,Y
LP002933,Male,Yes,0,Graduate,Yes,10833,0.0,196.0,360.0,1.0,Semiurban,Y
LP001994,Male,Yes,0,Graduate,Yes,2130,6666.0,216.0,360.0,,Urban,Y
LP002585,Male,Yes,1,Graduate,Yes,4283,3000.0,172.0,84.0,,Urban,Y
LP001264,Female,No,1,Graduate,Yes,13262,0.0,70.0,360.0,1.0,Urban,Y
LP002478,Male,Yes,0,Graduate,,63337,0.0,700.0,360.0,1.0,Semiurban,Y
LP001788,Male,Yes,2,Graduate,Yes,5500,1560.0,186.0,360.0,1.0,Rural,N
LP001877,Male,Yes,2,Graduate,Yes,6083,1560.0,250.0,360.0,1.0,Semiurban,Y
LP001819,Female,No,0,Graduate,,2980,0.0,120.0,360.0,1.0,Semiurban,Y
LP002050,Male,Yes,1,Graduate,No,1600,0.0,,360.0,0.0,Urban,N
LP001100,Male,No,3+,Graduate,Yes,12500,0.0,242.0,360.0,1.0,Rural,Y
LP002527,,No,0,Graduate,Yes,3583,0.0,96.0,360.0,1.0,Semiurban,Y
LP002925,Male,Yes,0,Graduate,Yes,3000,2188.0,119.0,360.0,0.0,Urban,N
LP002983,Male,Yes,3+,Graduate,No,5266,0.0,100.0,360.0,1.0,Rural,N
LP002892,Male,No,0,Graduate,Yes,2435,0.0,63.0,360.0,1.0,Urban,Y
LP002097,Male,Yes,0,Graduate,No,5503,2160.0,187.0,360.0,0.0,Rural,N
LP002151,Female,No,1,Graduate,Yes,4354,0.0,81.0,360.0,1.0,Urban,Y
LP002086,Male,No,0,Graduate,Yes,5124,0.0,124.0,360.0,1.0,Urban,Y
LP002795,Female,No,0,Graduate,Yes,2667,1625.0,99.0,360.0,,Urban,Y
LP002530,Male,Yes,2,Not Graduate,Yes,4288,3263.0,110.0,180.0,1.0,Semiurban,Y
LP002958,Female,No,0,Graduate,Yes,645,1800.0,103.0,360.0,,Urban,Y
LP002983,Male,No,0,Graduate,Yes,3229,2739.0,110.0,360.0,1.0,Rural,Y
LP002738,Male,Yes,0,Graduate,Yes,3015,2188.0,153.0,360.0,1.0,Semiurban,Y
LP001519,Female,Yes,2,Graduate,Yes,14866,0.0,40.0,360.0,0.0,Urban,N
LP002606,Male,Yes,0,Graduate,Yes,1025,3541.0,112.0,12.0,,Semiurban,N
LP002917,Male,Yes,0,Graduate,Yes,3000,2188.0,135.0,360.0,1.0,Rural,Y
LP002699,Male,Yes,0,Graduate,Yes,20833,0.0,,360.0,1.0,Urban,Y
LP002086,Male,Yes,0,Graduate,,3539,1376.0,55.0,360.0,1.0,Semiurban,Y
LP002229,Male,No,0,Graduate,Yes,2935,1783.0,145.0,360.0,0.0,Rural,Y
LP002036,Male,Yes,0,Graduate,Yes,2400,2134.0,110.0,360.0,1.0,Semiurban,Y
LP001924,Male,Yes,0,Graduate,,3716,0.0,76.0,180.0,1.0,Rural,Y
LP002287,Male,Yes,2,Not Graduate,Yes,2889,0.0,45.0,180.0,1.0,Rural,Y
LP002624,,Yes,0,Graduate,Yes,3583,2200.0,119.0,360.0,1.0,Semiurban,Y
LP001245,Male,Yes,3+,Graduate,Yes,3029,0.0,113.0,360.0,1.0,Rural,Y
LP002652,Male,Yes,1,Not Graduate,Yes,5285,1625.0,161.0,360.0,,Semiurban,Y
LP001581,Male,No,0,Graduate,,2980,0.0,42.0,360.0,1.0,Rural,Y
LP001280,Male,No,1,Graduate,No,6050,0.0,200.0,360.0,1.0,Urban,N
LP001900,Male,No,1,Graduate,No,6400,4333.0,120.0,360.0,1.0,Rural,N
LP002912,Male,No,0,Not Graduate,Yes,2699,0.0,66.0,480.0,1.0,Urban,Y
LP002917,Male,Yes,0,Graduate,Yes,3000,2188.0,119.0,360.0,0.0,Semiurban,N
LP001199,Male,Yes,3+,Not Graduate,Yes,4755,0.0,128.0,360.0,,Semiurban,N
LP002197,Male,Yes,0,Graduate,Yes,4817,923.0,120.0,360.0,1.0,Semiurban,Y
LP001931,Male,Yes,0,Graduate,Yes,2383,3334.0,129.0,360.0,1.0,Rural,Y
LP001151,Male,Yes,0,Graduate,Yes,3941,2336.0,139.0,360.0,1.0,Urban,Y
LP001581,Male,Yes,0,Graduate,Yes,3707,5625.0,187.0,360.0,1.0,Semiurban,N
LP001716,Male,Yes,3+,Graduate,Yes,4691,1447.0,160.0,360.0,1.0,Rural,N
LP001387,Female,No,0,Graduate,Yes,2400,0.0,46.0,,1.0,Rural,Y
LP002036,,Yes,0,Graduate,Yes,2083,2167.0,88.0,360.0,1.0,Rural,N
LP001900,Male,Yes,0,Graduate,Yes,3103,2223.0,153.0,360.0,1.0,Semiurban,Y
LP001744,Male,Yes,1,Graduate,Yes,4009,1447.0,100.0,360.0,,Urban,Y
LP001504,Male,No,0,Graduate,Yes,6277,0.0,210.0,360.0,1.0,Semiurban,N
LP002024,Male,Yes,0,Graduate,Yes,2400,2417.0,143.0,360.0,1.0,Semiurban,Y
LP001699,Female,No,0,Graduate,Yes,3244,0.0,80.0,360.0,1.0,Urban,Y
LP001846,Male,No,0,Not Graduate,Yes,6045,0.0,120.0,360.0,1.0,Urban,N
LP002979,Male,Yes,3+,Graduate,No,5677,0.0,144.0,360.0,1.0,Rural,N
LP001137,Female,No,0,Graduate,Yes,4000,2275.0,144.0,360.0,1.0,Rural,N
LP002434,Male,Yes,0,Graduate,Yes,3033,8333.0,70.0,300.0,,Urban,Y
LP002386,Male,Yes,0,Graduate,Yes,2425,2466.0,160.0,360.0,1.0,Urban,N
LP002911,Male,Yes,0,Graduate,Yes,3000,2188.0,119.0,300.0,0.0,Rural,N
LP002768,Male,Yes,1,Graduate,Yes,3400,2500.0,113.0,360.0,1.0,Rural,Y
LP001972,Female,No,0,Graduate,Yes,5000,2541.0,185.0,360.0,1.0,Semiurban,Y
LP002024,Male,Yes,1,Not Graduate,Yes,4554,1229.0,117.0,360.0,1.0,Urban,Y
LP001207,Male,Yes,3+,Not Graduate,Yes,4755,0.0,95.0,360.0,,Semiurban,Y
LP001633,Male,Yes,0,Not Graduate,No,4344,0.0,73.0,120.0,1.0,Semiurban,Y
LP001671,Male,Yes,3+,Not Graduate,Yes,3850,983.0,100.0,480.0,1.0,Semiurban,N
LP002141,Male,Yes,2,Graduate,Yes,5185,0.0,110.0,84.0,1.0,Rural,N
LP002684,Female,No,0,Not Graduate,No,18165,0.0,40.0,360.0,1.0,Rural,Y
LP001199,Male,Yes,3+,Graduate,Yes,4281,0.0,94.0,360.0,1.0,Semiurban,Y
LP001275,Male,No,0,Graduate,,5050,2083.0,151.0,360.0,1.0,Urban,Y
LP002409,Male,Yes,0,Graduate,Yes,3708,1733.0,114.0,360.0,0.0,Rural,N
LP001398,Male,Yes,1,Graduate,No,10513,0.0,160.0,360.0,1.0,Urban,N
LP002467,Male,No,0,Graduate,Yes,6500,0.0,105.0,360.0,0.0,Rural,N
LP001137,Male,Yes,1,Not Graduate,Yes,2661,1750.0,173.0,180.0,1.0,Rural,N
LP001029,Male,Yes,2,Graduate,Yes,1299,1086.0,17.0,120.0,1.0,Urban,Y
LP001844,Female,Yes,1,Graduate,Yes,4608,4250.0,110.0,360.0,,Semiurban,Y
LP001990,Male,No,1,Graduate,No,4692,0.0,132.0,360.0,1.0,Rural,N
LP002205,Male,No,1,Not Graduate,Yes,6216,4232.0,210.0,360.0,,Urban,Y
LP002467,Male,No,0,Graduate,No,7085,0.0,141.0,360.0,1.0,Rural,Y
LP002301,Male,Yes,0,Graduate,Yes,1025,2773.0,112.0,360.0,1.0,Rural,Y
LP002308,Male,Yes,0,Not Graduate,Yes,2167,2033.0,88.0,360.0,1.0,Urban,Y
LP002772,Male,No,0,Not Graduate,Yes,2927,2405.0,111.0,360.0,1.0,Rural,Y
LP001038,Male,Yes,0,Not Graduate,Yes,2600,3449.0,,360.0,0.0,Rural,N
LP002948,Male,Yes,1,Not Graduate,Yes,2600,0.0,66.0,180.0,1.0,Urban,Y
LP001489,Female,No,0,Graduate,Yes,4583,8980.0,120.0,360.0,1.0,Semiurban,Y
LP002517,Male,Yes,1,Graduate,No,3450,3022.0,88.0,360.0,1.0,Semiurban,Y
LP001131,Female,No,0,Graduate,Yes,3086,0.0,30.0,360.0,1.0,Rural,Y
LP002618,Male,No,0,Graduate,Yes,4683,1915.0,185.0,360.0,1.0,Rural,Y
LP001578,Male,Yes,0,Graduate,Yes,2439,2138.0,95.0,360.0,,Rural,Y
LP001086,Male,No,0,Not Graduate,Yes,2000,2598.0,55.0,360.0,1.0,Semiurban,Y
LP001233,Male,Yes,1,Graduate,No,10513,3850.0,155.0,360.0,1.0,Urban,Y
LP002243,Female,No,0,Graduate,Yes,4547,0.0,116.0,360.0,0.0,Semiurban,N
LP002536,Male,Yes,3+,Graduate,Yes,3029,0.0,99.0,360.0,1.0,Urban,Y
LP002619,Male,Yes,0,Graduate,Yes,1025,6666.0,70.0,360.0,1.0,Urban,Y
LP001836,Female,No,2,Graduate,Yes,3617,0.0,138.0,360.0,1.0,Semiurban,N
LP002006,Male,Yes,2,Graduate,No,1600,0.0,66.0,360.0,1.0,Semiurban,Y
LP002142,Male,Yes,0,Graduate,Yes,3013,3033.0,131.0,180.0,1.0,Semiurban,Y
LP002348,Male,No,0,Graduate,Yes,5849,0.0,,360.0,1.0,Urban,Y
LP001836,Female,No,2,Graduate,Yes,5532,0.0,133.0,360.0,1.0,Semiurban,N
LP001641,Male,Yes,1,Graduate,Yes,6000,0.0,160.0,360.0,1.0,Urban,Y
LP001398,Male,Yes,2,Graduate,No,17500,1014.0,86.0,360.0,1.0,Rural,Y
LP001087,Female,Yes,0,Not Graduate,Yes,4100,2014.0,104.0,360.0,,Semiurban,Y
LP001708,Female,No,0,Graduate,No,4583,0.0,128.0,360.0,0.0,Semiurban,N
LP001639,Female,Yes,0,Graduate,Yes,3625,985.7999878,80.0,360.0,1.0,Urban,Y
LP001066,Male,Yes,0,Graduate,No,9560,0.0,187.0,360.0,1.0,Semiurban,Y
LP001097,Male,No,0,Graduate,Yes,3750,0.0,113.0,180.0,1.0,Urban,Y
LP001955,Male,Yes,1,Graduate,Yes,6875,0.0,152.0,360.0,1.0,Rural,Y
LP001091,Male,No,1,Graduate,No,6950,0.0,200.0,360.0,1.0,Rural,N
LP002624,Male,Yes,1,Not Graduate,Yes,5285,1131.0,170.0,360.0,,Semiurban,N
LP002868,Male,Yes,1,Not Graduate,Yes,2492,1255.0,102.0,180.0,1.0,Urban,Y
LP002697,Female,No,0,Not Graduate,Yes,5191,0.0,132.0,360.0,1.0,Semiurban,Y
LP001047,Male,Yes,2,Graduate,Yes,4006,2083.0,99.0,360.0,1.0,Semiurban,Y
LP002778,Male,Yes,0,Graduate,Yes,2768,1522.0,186.0,360.0,,Urban,Y
LP001761,Male,No,0,Not Graduate,Yes,2333,0.0,,360.0,0.0,Urban,N
LP002543,,Yes,2,Graduate,No,9357,7166.0,480.0,360.0,1.0,Semiurban,Y
LP001018,Male,Yes,2,Graduate,Yes,4006,1086.0,100.0,360.0,1.0,Urban,Y
LP001900,Male,No,0,Graduate,No,16250,4333.0,162.0,300.0,0.0,Urban,N
LP001864,Male,No,0,Not Graduate,Yes,6045,0.0,141.0,180.0,0.0,Urban,N
LP001489,Male,Yes,0,Graduate,No,9560,0.0,187.0,360.0,1.0,Rural,Y
LP001865,Male,Yes,1,Graduate,No,7787,3850.0,110.0,360.0,0.0,Semiurban,N
LP002243,Female,No,0,Graduate,Yes,1500,3683.0,131.0,360.0,0.0,Semiurban,N
LP002086,Female,Yes,1,Graduate,No,5818,0.0,105.0,180.0,1.0,Semiurban,Y
LP002820,Male,No,0,Graduate,No,7167,0.0,84.0,360.0,1.0,Urban,Y
LP002098,Male,No,0,Graduate,Yes,2500,0.0,96.0,360.0,1.0,Urban,Y
LP002178,Male,Yes,0,Graduate,Yes,9083,0.0,228.0,360.0,1.0,Semiurban,N
LP002401,Male,No,,Graduate,Yes,1926,0.0,63.0,,0.0,Rural,Y
LP001116,Male,No,0,Not Graduate,Yes,3748,1668.0,110.0,360.0,1.0,Semiurban,Y
LP002472,Male,Yes,0,Graduate,Yes,2483,2466.0,115.0,360.0,0.0,Rural,N
LP002139,Male,Yes,2,Not Graduate,Yes,4288,242.0,110.0,360.0,1.0,Semiurban,Y
LP001546,Male,Yes,1,Graduate,Yes,9538,0.0,187.0,360.0,1.0,Urban,Y
LP002187,Male,No,0,Graduate,Yes,2833,2405.0,143.0,360.0,0.0,Urban,N
LP001871,Female,No,0,Graduate,No,7441,0.0,175.0,360.0,1.0,Urban,Y
LP002226,Male,Yes,3+,Graduate,Yes,3036,0.0,74.0,360.0,1.0,Urban,Y
LP002776,Male,Yes,2,Graduate,No,6633,0.0,240.0,360.0,1.0,Rural,N
LP002301,Female,No,0,Graduate,No,2500,0.0,80.0,360.0,1.0,Urban,Y
LP002692,Female,No,1,Not Graduate,,4408,0.0,106.0,360.0,1.0,Rural,N
LP001357,Male,Yes,0,Graduate,Yes,2130,6666.0,216.0,360.0,1.0,Urban,Y
LP002517,Female,No,0,Graduate,No,7451,0.0,140.0,360.0,1.0,Urban,Y
LP002877,Male,Yes,1,Graduate,Yes,1782,0.0,75.0,360.0,1.0,Rural,Y
LP001955,Female,No,0,Graduate,Yes,4124,0.0,115.0,360.0,1.0,Semiurban,Y
LP002716,Male,Yes,2,Graduate,No,7948,3500.0,180.0,360.0,1.0,Rural,Y
LP002368,Male,No,0,Graduate,No,10416,0.0,180.0,360.0,0.0,Urban,N
LP001280,Male,Yes,2,Not Graduate,Yes,3987,1430.0,157.0,180.0,1.0,Rural,Y
LP001925,Male,Yes,0,Graduate,Yes,11146,0.0,136.0,360.0,1.0,Urban,N
LP002448,Male,Yes,2,Not Graduate,Yes,2309,1255.0,125.0,360.0,0.0,Urban,N
LP002142,Male,Yes,0,Graduate,Yes,6333,4583.0,570.0,360.0,,Urban,Y
LP002624,,Yes,0,Graduate,Yes,3583,2336.0,134.0,360.0,1.0,Semiurban,Y
LP002424,Male,Yes,2,Not Graduate,Yes,1958,1625.0,113.0,180.0,1.0,Rural,Y
LP002119,Male,Yes,3+,Not Graduate,Yes,4707,0.0,155.0,,0.0,Rural,N
LP001998,Male,Yes,1,Graduate,No,5746,1210.0,311.0,360.0,1.0,Rural,N
LP002209,Male,Yes,2,Graduate,Yes,5391,0.0,130.0,360.0,1.0,Semiurban,Y
LP001768,Male,Yes,0,Graduate,Yes,9328,0.0,136.0,360.0,1.0,Urban,Y
LP001639,Female,Yes,0,Graduate,Yes,1811,0.0,30.0,360.0,1.0,Rural,N
LP002505,,Yes,0,Graduate,Yes,3583,2157.0,135.0,360.0,1.0,Semiurban,Y
LP001473,Male,No,0,Graduate,Yes,4895,0.0,102.0,360.0,0.0,Rural,N
LP002002,Male,Yes,3+,Not Graduate,Yes,3095,0.0,113.0,360.0,,Semiurban,Y
LP001205,Male,Yes,2,Graduate,Yes,4006,8106.0,279.0,360.0,0.0,Urban,Y
LP001910,Male,Yes,2,Graduate,Yes,4167,1560.0,182.0,360.0,1.0,Urban,Y
LP001387,Male,Yes,0,Not Graduate,,7333,0.0,137.0,360.0,,Rural,Y
LP001316,Male,No,0,Graduate,Yes,4133,0.0,40.0,360.0,1.0,Urban,N
LP002740,Male,Yes,0,Graduate,Yes,3015,2188.0,153.0,360.0,1.0,Semiurban,Y
LP001041,Male,Yes,0,Graduate,Yes,2275,2067.0,0.0,360.0,1.0,Urban,Y
LP001493,Male,No,0,Graduate,Yes,14999,0.0,320.0,360.0,1.0,Semiurban,N
LP002067,Male,Yes,0,Graduate,Yes,2400,2417.0,136.0,360.0,1.0,Semiurban,Y
LP001205,Male,No,0,Not Graduate,No,2583,2426.0,165.0,360.0,1.0,Rural,Y
LP002697,Male,No,0,Graduate,Yes,2500,0.0,70.0,360.0,1.0,Urban,Y
LP001086,Male,No,0,Not Graduate,Yes,2000,2531.0,120.0,360.0,1.0,Urban,Y
LP002305,Male,Yes,0,Graduate,,63337,0.0,700.0,360.0,1.0,Semiurban,Y
LP001131,Female,No,0,Graduate,Yes,3086,0.0,30.0,,0.0,Urban,N
LP002098,Female,Yes,0,Not Graduate,Yes,2149,3237.0,178.0,360.0,0.0,Semiurban,N
LP002300,Female,No,0,Graduate,Yes,4547,0.0,112.0,360.0,1.0,Semiurban,Y
LP002229,Male,Yes,2,Graduate,Yes,5391,0.0,133.0,360.0,1.0,Urban,Y
LP001814,Female,No,,Graduate,No,2600,1717.0,99.0,180.0,1.0,Urban,Y
LP001761,Male,No,0,Graduate,No,20166,4333.0,120.0,180.0,1.0,Urban,N
LP002606,Male,No,0,Graduate,Yes,5815,3666.0,184.0,480.0,1.0,Urban,Y
LP002086,Male,No,0,Graduate,Yes,5124,0.0,124.0,360.0,1.0,Semiurban,Y
LP001751,Male,Yes,1,Graduate,No,7787,0.0,0.0,360.0,1.0,Semiurban,Y
LP002250,Male,Yes,0,Not Graduate,Yes,3010,3136.0,,360.0,1.0,Rural,Y
LP002478,,Yes,0,Graduate,Yes,2083,2417.0,136.0,360.0,1.0,Semiurban,Y
LP002008,Female,No,0,Not Graduate,Yes,4350,0.0,120.0,,1.0,Semiurban,Y
LP002984,Male,Yes,2,Not Graduate,Yes,3273,663.0,100.0,360.0,,Rural,Y
LP002534,Male,Yes,0,Not Graduate,Yes,2492,2400.0,111.0,360.0,1.0,Rural,Y
LP001849,Male,Yes,2,Graduate,Yes,2708,5000.0,138.0,180.0,0.0,Semiurban,N
LP001439,Female,No,0,Graduate,Yes,2137,1666.0,104.0,360.0,1.0,Rural,Y
LP002277,Male,Yes,0,Graduate,Yes,3033,1459.0,95.0,360.0,1.0,Urban,Y
LP002008,Female,No,1,Not Graduate,,4408,0.0,81.0,360.0,1.0,Rural,N
LP002772,Male,No,0,Graduate,Yes,3069,0.0,50.0,360.0,1.0,Rural,Y
LP001633,Male,Yes,0,Graduate,Yes,2383,7250.0,180.0,360.0,1.0,Semiurban,N
LP001868,Male,No,0,Graduate,Yes,4095,7210.0,137.0,360.0,1.0,Urban,Y
LP001443,,Yes,0,Graduate,No,16692,4750.0,258.0,360.0,1.0,Semiurban,N
LP002531,Male,Yes,3+,Graduate,Yes,4333,0.0,100.0,360.0,1.0,Urban,Y
LP002236,Male,Yes,2,Graduate,Yes,8300,0.0,205.0,360.0,1.0,Urban,Y
LP001508,Male,Yes,0,Graduate,No,39147,2250.0,152.0,360.0,1.0,Semiurban,Y
LP001384,Male,Yes,0,Not Graduate,,1820,1041.0,94.0,,0.0,Rural,N
LP001493,Male,Yes,2,Graduate,Yes,5042,7750.0,279.0,180.0,1.0,Semiurban,N
LP001610,Male,Yes,3+,Not Graduate,Yes,4755,0.0,72.0,360.0,1.0,Semiurban,Y
LP001924,Male,Yes,0,Not Graduate,Yes,2875,1750.0,105.0,360.0,1.0,Semiurban,Y
LP002137,Female,Yes,1,Graduate,No,5503,0.0,143.0,84.0,,Semiurban,Y
LP002841,Male,Yes,3+,Graduate,No,6633,0.0,240.0,360.0,1.0,Semiurban,Y
LP002505,Male,Yes,1,Not Graduate,Yes,2600,1500.0,173.0,180.0,1.0,Rural,N
LP001800,Male,No,0,Not Graduate,Yes,6045,0.0,115.0,360.0,1.0,Rural,N
LP001518,Female,No,0,Graduate,Yes,4583,8980.0,120.0,360.0,1.0,Semiurban,Y
LP001198,Male,Yes,1,Not Graduate,Yes,2661,1750.0,173.0,180.0,1.0,Urban,Y
LP001097,Male,Yes,1,Graduate,Yes,8080,2250.0,180.0,360.0,1.0,Semiurban,Y
LP001343,Male,No,0,Graduate,Yes,4133,0.0,40.0,360.0,1.0,Semiurban,Y
LP001536,Male,No,0,Graduate,No,5166,0.0,128.0,360.0,1.0,Rural,N
LP002345,Female,Yes,1,Graduate,Yes,12000,0.0,600.0,360.0,0.0,Semiurban,Y
LP001100,Male,No,3+,Graduate,Yes,3083,2791.0,216.0,360.0,1.0,Rural,Y
LP001572,Male,Yes,2,Graduate,Yes,4167,1717.0,158.0,360.0,1.0,Urban,Y
LP002821,Male,Yes,3+,Graduate,Yes,3466,0.0,113.0,360.0,1.0,Semiurban,Y
LP001543,Male,Yes,0,Not Graduate,Yes,1863,1041.0,98.0,360.0,1.0,Semiurban,Y
LP002368,Male,No,0,Graduate,,12876,0.0,96.0,360.0,,Semiurban,Y
LP002401,Male,Yes,,Graduate,Yes,13650,0.0,405.0,,0.0,Rural,N
LP002024,Male,Yes,1,Not Graduate,Yes,4554,1229.0,128.0,180.0,1.0,Urban,Y
LP002116,Male,No,0,Graduate,Yes,2833,0.0,55.0,360.0,1.0,Urban,Y
LP001536,Male,Yes,1,Graduate,Yes,4708,1260.0,150.0,360.0,1.0,Rural,Y
LP001478,Male,No,0,Graduate,Yes,2014,1213.0,50.0,360.0,1.0,Rural,N
LP002004,Male,No,0,Graduate,Yes,2833,0.0,71.0,360.0,1.0,Urban,Y
LP001813,Male,No,0,Graduate,Yes,4095,2500.0,151.0,,1.0,Rural,Y
LP002625,Male,No,0,Graduate,Yes,5815,3666.0,184.0,360.0,1.0,Rural,Y
LP001206,Male,Yes,1,Graduate,Yes,3988,0.0,50.0,360.0,1.0,Urban,N
LP001047,Male,Yes,0,Graduate,Yes,2799,2900.0,160.0,360.0,1.0,Rural,Y
LP002990,Male,No,0,Graduate,Yes,2971,0.0,42.0,360.0,0.0,Rural,N
LP002097,Male,No,1,Graduate,Yes,4384,1793.0,117.0,360.0,0.0,Urban,Y
LP001119,Male,Yes,0,Graduate,Yes,3366,2200.0,153.0,360.0,0.0,Urban,N
LP001356,Male,Yes,1,Graduate,No,2395,0.0,66.0,360.0,1.0,Urban,N
LP002821,Female,Yes,0,Graduate,No,19484,0.0,600.0,360.0,1.0,Rural,N
LP001892,Male,Yes,0,Graduate,Yes,3704,800.0,97.0,360.0,1.0,Rural,Y
LP001841,Female,No,2,Graduate,Yes,3588,0.0,138.0,360.0,1.0,Rural,Y
LP002116,Female,No,0,Graduate,Yes,2917,0.0,100.0,360.0,0.0,Semiurban,N
LP002892,Male,Yes,0,Graduate,No,3000,0.0,66.0,360.0,1.0,Rural,Y
LP001327,Female,No,1,Not Graduate,,5191,0.0,106.0,360.0,1.0,Rural,Y
LP002778,Male,Yes,2,Graduate,No,10139,0.0,155.0,360.0,1.0,Urban,N
LP001658,Female,No,0,Graduate,No,2600,0.0,30.0,360.0,0.0,Semiurban,N
LP001693,Female,No,0,Graduate,Yes,3244,0.0,80.0,360.0,1.0,Semiurban,Y
